snapshot_time_utc,market,symbol,status,currently_trading,base_asset,quote_asset,margin_asset,contract_type,contract_size,underlying_type,underlying_subtypes,classification_subtypes,classification_subtype_source,onboard_date_utc,age_days,delivery_date_utc,tick_size,step_size,min_qty,min_notional,ticker_volume_24h_raw,quote_volume_24h,activity_notional_24h_usd_proxy,activity_proxy_source,trade_count_24h,bid_price,ask_price,relative_spread_bps,activity_tier_24h,market_quality_evidence,economic_exposure,economic_exposure_source,research_bucket,research_eligibility,market_integrity_review,risk_flags,method_profile
2026-07-21T06:42:30Z,BINANCE_SPOT,CBRSBUSDT,TRADING,True,CBRSB,USDT,,SPOT,,,,,UNKNOWN,,,,0.01000000,0.00100000,0.00100000,5.00000000,2124.26400000,371792.79315000,371792.79315000,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,8575,179.72000000,180.46000000,41.09056583,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,ENHANCED_DUE_DILIGENCE,DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_SPOT,CDTBTC,BREAK,False,CDT,BTC,,SPOT,,,,,UNKNOWN,,,,0.00000001,1.00000000,1.00000000,0.00010000,0.00000000,0.00000000,,NOT_CURRENT,0,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CDTETH,BREAK,False,CDT,ETH,,SPOT,,,,,UNKNOWN,,,,0.00000001,1.00000000,1.00000000,0.00500000,0.00000000,0.00000000,,NOT_CURRENT,0,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CELOBTC,BREAK,False,CELO,BTC,,SPOT,,,,Layer-1,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00000001,0.10000000,0.10000000,0.00010000,3963481.90000000,4.62651387,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CELOBUSD,BREAK,False,CELO,BUSD,,SPOT,,,,Layer-1,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00100000,0.10000000,0.10000000,10.00000000,1145068.60000000,510967.18090000,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CELOTRY,TRADING,True,CELO,TRY,,SPOT,,,,Layer-1,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00100000,0.10000000,0.10000000,10.00000000,1067746.50000000,3541958.21770000,,UNAVAILABLE_REQUIRES_QUOTE_CONVERSION,747,3.38600000,3.39300000,20.65201357,UNRATED_REQUIRES_QUOTE_CONVERSION_OR_ACTIVITY_PROXY,UNRATED_REQUIRES_HISTORY,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MARKET_QUALITY_UNRATED,QUOTE_CONVERSION_AND_30_90D_MARKET_QUALITY_REQUIRED,ENHANCED_DUE_DILIGENCE,ACTIVITY_PROXY_UNAVAILABLE_REQUIRES_QUOTE_CONVERSION|CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|WIDE_TOP_OF_BOOK_GT_20BPS,resolve quote conversion and comparable activity units before choosing a strategy method; do not infer thinness or speculation
2026-07-21T06:42:30Z,BINANCE_SPOT,CELOUSDT,TRADING,True,CELO,USDT,,SPOT,,,,Layer-1,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00001000,0.10000000,0.10000000,5.00000000,6053005.20000000,423741.90473000,423741.90473000,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,6701,0.07199000,0.07205000,8.33101916,A2_10_TO_40PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,CANDIDATE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"cross-sectional and time-series tests after history gate; control market beta, size, momentum, liquidity and single-asset concentration"
2026-07-21T06:42:30Z,BINANCE_SPOT,CELRBNB,BREAK,False,CELR,BNB,,SPOT,,,,Layer-2,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00000001,1.00000000,1.00000000,0.05000000,16293983.00000000,1033.92650365,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CELRBTC,BREAK,False,CELR,BTC,,SPOT,,,,Layer-2,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00000001,1.00000000,1.00000000,0.00010000,48961565.00000000,4.54465085,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CELRBUSD,BREAK,False,CELR,BUSD,,SPOT,,,,Layer-2,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00001000,1.00000000,1.00000000,10.00000000,27457485.00000000,335809.57472000,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CELRETH,BREAK,False,CELR,ETH,,SPOT,,,,Layer-2,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00000001,1.00000000,1.00000000,0.00500000,74050930.00000000,719.02326813,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CELRUSDT,TRADING,True,CELR,USDT,,SPOT,,,,Layer-2,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00000100,0.10000000,0.10000000,5.00000000,161427383.30000000,269328.90768360,269328.90768360,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,20267,0.00172200,0.00172300,5.80551524,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_SPOT,CETUSTRY,TRADING,True,CETUS,TRY,,SPOT,,,,DeFi,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00100000,0.10000000,0.10000000,10.00000000,16213376.10000000,15035336.92270000,,UNAVAILABLE_REQUIRES_QUOTE_CONVERSION,2874,0.92200000,0.92400000,21.66847237,UNRATED_REQUIRES_QUOTE_CONVERSION_OR_ACTIVITY_PROXY,UNRATED_REQUIRES_HISTORY,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MARKET_QUALITY_UNRATED,QUOTE_CONVERSION_AND_30_90D_MARKET_QUALITY_REQUIRED,ENHANCED_DUE_DILIGENCE,ACTIVITY_PROXY_UNAVAILABLE_REQUIRES_QUOTE_CONVERSION|CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|WIDE_TOP_OF_BOOK_GT_20BPS,resolve quote conversion and comparable activity units before choosing a strategy method; do not infer thinness or speculation
2026-07-21T06:42:30Z,BINANCE_SPOT,CETUSUSDC,TRADING,True,CETUS,USDC,,SPOT,,,,DeFi,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00001000,0.10000000,0.10000000,5.00000000,3900286.00000000,76362.63729600,76362.63729600,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,2195,0.01961000,0.01963000,10.19367992,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_SPOT,CETUSUSDT,TRADING,True,CETUS,USDT,,SPOT,,,,DeFi,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00001000,0.10000000,0.10000000,5.00000000,26490573.60000000,520343.82020000,520343.82020000,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,10215,0.01962000,0.01965000,15.27883881,A2_10_TO_40PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,CANDIDATE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"cross-sectional and time-series tests after history gate; control market beta, size, momentum, liquidity and single-asset concentration"
2026-07-21T06:42:30Z,BINANCE_SPOT,CFDUSD,BREAK,False,C,FDUSD,,SPOT,,,,AI,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00010000,0.10000000,0.10000000,5.00000000,3338952.70000000,574814.67351000,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CFGTRY,TRADING,True,CFG,TRY,,SPOT,,,,RWA,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00100000,0.10000000,0.10000000,10.00000000,1013452.20000000,8101086.52320000,,UNAVAILABLE_REQUIRES_QUOTE_CONVERSION,5567,8.18200000,8.18900000,8.55170729,UNRATED_REQUIRES_QUOTE_CONVERSION_OR_ACTIVITY_PROXY,UNRATED_REQUIRES_HISTORY,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MARKET_QUALITY_UNRATED,QUOTE_CONVERSION_AND_30_90D_MARKET_QUALITY_REQUIRED,STANDARD_DUE_DILIGENCE,ACTIVITY_PROXY_UNAVAILABLE_REQUIRES_QUOTE_CONVERSION|CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO,resolve quote conversion and comparable activity units before choosing a strategy method; do not infer thinness or speculation
2026-07-21T06:42:30Z,BINANCE_SPOT,CFGUSDC,TRADING,True,CFG,USDC,,SPOT,,,,RWA,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00010000,0.10000000,0.10000000,5.00000000,319998.90000000,54158.40772000,54158.40772000,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,2545,0.17390000,0.17400000,5.74877838,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_SPOT,CFGUSDT,TRADING,True,CFG,USDT,,SPOT,,,,RWA,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00010000,0.10000000,0.10000000,5.00000000,5270835.30000000,893951.32684000,893951.32684000,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,13543,0.17400000,0.17420000,11.48765078,A2_10_TO_40PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,CANDIDATE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"cross-sectional and time-series tests after history gate; control market beta, size, momentum, liquidity and single-asset concentration"
2026-07-21T06:42:30Z,BINANCE_SPOT,CFXBTC,BREAK,False,CFX,BTC,,SPOT,,,,PoW,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00000001,1.00000000,1.00000000,0.00010000,6069953.00000000,4.77873824,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CFXBUSD,BREAK,False,CFX,BUSD,,SPOT,,,,PoW,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00010000,1.00000000,1.00000000,10.00000000,5280880.00000000,805415.19930000,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CFXTRY,TRADING,True,CFX,TRY,,SPOT,,,,PoW,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00100000,1.00000000,1.00000000,10.00000000,959769.00000000,2030023.45700000,,UNAVAILABLE_REQUIRES_QUOTE_CONVERSION,625,2.13400000,2.13600000,9.36768150,UNRATED_REQUIRES_QUOTE_CONVERSION_OR_ACTIVITY_PROXY,UNRATED_REQUIRES_HISTORY,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MARKET_QUALITY_UNRATED,QUOTE_CONVERSION_AND_30_90D_MARKET_QUALITY_REQUIRED,STANDARD_DUE_DILIGENCE,ACTIVITY_PROXY_UNAVAILABLE_REQUIRES_QUOTE_CONVERSION|CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO,resolve quote conversion and comparable activity units before choosing a strategy method; do not infer thinness or speculation
2026-07-21T06:42:30Z,BINANCE_SPOT,CFXTUSD,BREAK,False,CFX,TUSD,,SPOT,,,,PoW,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00010000,1.00000000,1.00000000,5.00000000,1395642.00000000,319432.31140000,,NOT_CURRENT,4000,0.00000000,0.00000000,,NOT_CURRENT,NOT_CURRENT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,INACTIVE_OR_DELISTED_RECORD,NOT_CURRENT,NOT_APPLICABLE_CURRENTLY,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|NOT_CURRENTLY_TRADING|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|TOP_OF_BOOK_SPREAD_UNAVAILABLE,retain for survivorship-bias context; do not enter the current tradable screen
2026-07-21T06:42:30Z,BINANCE_SPOT,CFXUSDC,TRADING,True,CFX,USDC,,SPOT,,,,PoW,CURRENT_USD_M_SAME_UNDERLYING_PROXY,,,,0.00001000,1.00000000,1.00000000,5.00000000,855963.00000000,38503.26132000,38503.26132000,QUOTE_VOLUME_IN_DOLLAR_LIKE_QUOTE_PROXY,1253,0.04534000,0.04537000,6.61448572,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
